1e-5	3.741756e4	58.3315	5.960091e3
1.0625e-5	3.630037e4	56.69276	5.782124e3
1.125e-5	3.527762e4	55.19534	5.619201e3
1.1875e-5	3.433672e4	53.82031	5.469315e3
1.25e-5	3.34673e4	52.5521	5.330816e3
1.375e-5	3.190982e4	50.28646	5.08271e3
1.5e-5	3.055133e4	48.31757	4.866301e3
1.625e-5	2.935277e4	46.58687	4.675368e3
1.75e-5	2.828504e4	45.05073	4.505276e3
1.875e-5	2.732595e4	43.67593	4.352489e3
2e-5	2.645824e4	42.43666	4.214259e3
2.145547e-5	2.554507e4	41.13757	4.068785e3
2.291094e-5	2.472035e4	39.96926	3.937403e3
2.436641e-5	2.397068e4	38.91172	3.817976e3
2.582188e-5	2.328532e4	37.94895	3.708793e3
2.727735e-5	2.265557e4	37.06799	3.608469e3
2.873282e-5	2.20743e4	36.25823	3.515867e3
3.164375e-5	2.10345e4	34.81854	3.350216e3
3.455469e-5	2.012902e4	33.57512	3.205962e3
3.746563e-5	1.933123e4	32.48852	3.078864e3
4.037657e-5	1.862135e4	31.52949	2.965769e3
4.32875e-5	1.798434e4	30.6758	2.864283e3
4.664375e-5	1.732523e4	29.80005	2.759274e3
5e-5	1.673364e4	29.0212	2.665022e3
5.3125e-5	1.623401e4	28.36916	2.58542e3
5.625e-5	1.577661e4	27.77722	2.512546e3
5.9375e-5	1.535581e4	27.23717	2.445503e3
6.25e-5	1.496698e4	26.74224	2.383552e3
6.875e-5	1.427044e4	25.86631	2.272573e3
7.5e-5	1.366287e4	25.11453	2.175769e3
8.125e-5	1.312684e4	24.46173	2.09036e3
8.75e-5	1.26493e4	23.8892	2.014272e3
9.375e-5	1.222035e4	23.38279	1.945924e3
1e-4	1.183227e4	22.93153	1.884086e3
1.0625e-4	1.147895e4	22.52678	1.827787e3
1.125e-4	1.11555e4	22.16165	1.776245e3
1.1875e-4	1.085792e4	21.83057	1.728827e3
1.25e-4	1.058295e4	21.52897	1.68501e3
1.375e-4	1.009036e4	20.99972	1.606514e3
1.5e-4	9.660695e3	20.55048	1.538043e3
1.625e-4	9.281599e3	20.16445	1.47763e3
1.75e-4	8.943874e3	19.82922	1.423808e3
1.875e-4	8.6405e3	19.53547	1.375459e3
2e-4	8.366023e3	19.27602	1.331715e3
2.1875e-4	7.999286e3	18.93918	1.273265e3
2.375e-4	7.676867e3	18.65279	1.221877e3
2.5625e-4	7.3905e3	18.40642	1.176234e3
2.75e-4	7.133929e3	18.19234	1.135339e3
2.9375e-4	6.902319e3	18.00465	1.098422e3
3.125e-4	6.691866e3	17.83881	1.064876e3
3.3125e-4	6.499533e3	17.69127	1.034217e3
3.5e-4	6.322858e3	17.55918	1.006054e3
3.875e-4	6.008762e3	17.33267	955.9831
4.25e-4	5.737178e3	17.14557	912.687
4.625e-4	5.4993e3	16.98848	874.7626
5e-4	5.288682e3	16.85475	841.1828
5.3125e-4	5.130462e3	16.75764	815.9558
5.625e-4	4.9856e3	16.67127	792.8578
5.9375e-4	4.852315e3	16.59393	771.6047
6.25e-4	4.729142e3	16.5243	751.9632
6.875e-4	4.508451e3	16.40396	716.7689
7.5e-4	4.315911e3	16.3036	686.0611
8.125e-4	4.145999e3	16.21863	658.9595
8.75e-4	3.994599e3	16.14575	634.8078
9.375e-4	3.858571e3	16.08254	613.106
0.001	3.735476e3	16.0272	593.465
0.001063	3.623382e3	15.97833	575.577
0.001125	3.52074e3	15.93485	559.195
0.001187	3.426288e3	15.89592	544.1182
0.00125	3.338992e3	15.86085	530.1813
0.001375	3.182552e3	15.8002	505.1996
0.0015	3.046032e3	15.74954	483.3909
0.001625	2.925523e3	15.70659	464.1326
0.00175	2.818114e3	15.66968	446.9605
0.001875	2.721586e3	15.63761	431.521
0.002	2.634213e3	15.60947	417.539
0.002188	2.517409e3	15.57316	398.8353
0.002375	2.41466e3	15.54243	382.3682
0.002563	2.323349e3	15.51606	367.7211
0.00275	2.241498e3	15.49316	354.5785
0.002938	2.167573e3	15.47306	342.6964
0.003125	2.100367e3	15.45526	331.8826
0.003312	2.038915e3	15.43936	321.9832
0.0035	1.982435e3	15.42507	312.8739
0.003875	1.881934e3	15.40036	296.6345
0.00425	1.79493e3	15.37967	282.5384
0.004625	1.718642e3	15.36203	270.1438
0.005	1.651041e3	15.34675	259.1281
0.005313	1.600231e3	15.33546	250.8254
0.005625	1.553694e3	15.32524	243.2011
0.005938	1.510861e3	15.31593	236.1651
0.00625	1.471262e3	15.3074	229.643
0.006875	1.400259e3	15.29222	217.902
0.0075	1.338236e3	15.27905	207.5916
0.008125	1.283438e3	15.26742	198.4351
0.00875	1.234567e3	15.257	190.2284
0.009375	1.190634e3	15.24755	182.8161
0.01	1.150866e3	15.2389	176.0771
0.010625	1.114649e3	15.2309	169.9153
0.01125	1.081489e3	15.22345	164.2535
0.011875	1.050983e3	15.21647	159.0287
0.0125	1.022796e3	15.20988	154.1884
0.013125	996.6484	15.20364	149.6885
0.01375	972.2985	15.1977	145.4909
0.015	928.2057	15.18655	137.8784
0.01625	889.2305	15.17623	131.1456
0.0175	854.4461	15.16656	125.1435
0.01875	823.1566	15.15743	119.7587
0.02	794.8181	15.14873	114.9011
0.021325	767.519	15.13991	110.2463
0.02265	742.6298	15.13144	106.0298
0.023975	719.8088	15.12326	102.192
0.0253	698.7755	15.11534	98.68281
0.026651	678.9332	15.10748	95.40027
0.028002	660.5067	15.09982	92.37884
0.029352	643.3313	15.09233	89.58795
0.030703	627.2705	15.08499	87.002
0.033405	598.0514	15.07069	82.36123
0.036106	572.1169	15.05681	78.31665
0.038808	548.8831	15.04327	74.7564
0.041509	527.8639	15.03001	71.5879
0.044211	508.7173	15.01697	68.74588
0.046913	491.1972	15.00413	66.18337
0.05	472.8995	14.98966	63.54689
0.053125	455.9977	14.9752	61.14819
0.05625	440.5036	14.9609	58.98065
0.059375	426.2377	14.94675	57.01195
0.0625	413.052	14.93272	55.21589
0.065625	400.824	14.91881	53.57107
0.06875	389.4545	14.90499	52.06041
0.071875	378.8666	14.89128	50.67072
0.075	368.9867	14.87764	49.38974
0.08125	351.0111	14.85061	47.09942
0.0875	335.0605	14.82384	45.11491
0.09375	320.8689	14.79731	43.39449
0.1	308.1884	14.771	41.90047
0.107877	294.0678	14.73813	40.29697
0.115754	281.7452	14.70553	38.96549
0.123631	270.9805	14.6732	37.87294
0.131508	261.5966	14.64111	36.9962
0.139385	253.46	14.60926	36.319
0.147262	246.472	14.57764	35.83045
0.155139	240.5617	14.54629	35.52389
0.163016	235.6815	14.51523	35.39607
0.172262	231.2305	14.47924	35.4734
0.181508	228.1456	14.44392	35.79871
0.190754	226.4465	14.40953	36.37786
0.2	226.1365	14.37647	37.20937
0.205765	226.6325	14.35675	37.84976
0.21153	227.6518	14.3379	38.57869
0.217295	229.1827	14.32012	39.38909
0.223059	231.198	14.30364	40.26924
0.234589	236.4696	14.27558	42.16371
0.246119	242.7887	14.25578	44.04915
0.253037	246.6392	14.24853	45.05244
0.259954	250.1504	14.24507	45.8594
0.266872	252.9526	14.24544	46.37901
0.270331	253.975	14.24697	46.50641
0.27379	254.691	14.2493	46.53538
0.278924	255.1175	14.254	46.38556
0.284058	254.7102	14.25985	45.99699
0.28855	253.6309	14.26558	45.46093
0.293042	251.8695	14.27155	44.74884
0.297534	249.4438	14.27747	43.87346
0.302026	246.3939	14.28305	42.8526
0.306518	242.778	14.28801	41.70775
0.31101	238.6702	14.29213	40.46302
0.319994	229.3317	14.29734	37.77552
0.328978	219.0911	14.29809	34.9808
0.337962	208.5357	14.29433	32.22403
0.346946	198.1092	14.28642	29.6046
0.35593	188.1408	14.27487	27.18925
0.362121	181.6475	14.26514	25.66136
0.368311	175.4994	14.25423	24.247
0.374502	169.7087	14.24238	22.94332
0.380692	164.2748	14.22977	21.74523
0.386883	159.189	14.21656	20.64637
0.393073	154.437	14.20289	19.63973
0.399264	150.0019	14.18888	18.71825
0.405454	145.8647	14.17461	17.87483
0.409956	143.0306	14.16412	17.30628
0.415584	139.6792	14.15092	16.64375
0.421212	136.5243	14.13767	16.0299
0.42684	133.5515	14.12438	15.46034
0.432467	130.7486	14.1111	14.9314
0.438095	128.1038	14.09785	14.43972
0.443723	125.6061	14.08463	13.98214
0.44935	123.2447	14.07148	13.55567
0.454978	121.0097	14.05839	13.15764
